Employment date (UNCLASS);Time begin (Z) (UNCLASS);Time end (Z) (UNCLASS);Position MGRS (UNCLASS);Position LAT (UNCLASS);Position LONG (UNCLASS);Mission (UNCLASS);Town (UNCLASS);Province (UNCLASS);Country (UNCLASS);Weather (UNCLASS);Terrain (UNCLASS);Possible CDE issue (UNDCLASS);Comment (UNCLASS)
4-jul-15;07:09;;38SLD 533 856;35,10254395;43,39041955;AI ;Approximately 8nm Northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial area;ND;
4-jul-15;07:09;;38SLD 533 856;35,10254395;43,39041955;AI ;Approximately 8nm Northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial area;ND;
4-jul-15;23:44;;38SLE 656 948;36,0885366;43,50716294;CAS ;Approximately 25nm SE of Mosul;Ninewah ;Iraq;Clear weather;rural area;ND;
4-jul-15;23:36;;38SLB 950 814;33,26651371;43,872621;CAS;Approximately 10nm southeast of Falujah;;Iraq;Clear weather;rural area;ND;
4-jul-15;23:36;;38SLB 950 813;33,26561189;43,87263259;CAS;Approximately 10nm southeast of Falujah;;Iraq;Clear weather;rural area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:08;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:33;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:33;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
4-jul-15;07:33;;38SLD 533 886;35,12958505;43,38988751;AI ;Approximately 8nm northwest of Bayji;Salah Ad Din ;Iraq;Clear weather;Industrial Area;ND;
5-jul-15;19:47;;38SLE 554 708;35,87077351;43,39828353;CAS;Approximately 30nm southeast of Mosul;Erbil ;Iraq;Clear weather;ridgeline/hilly area;ND;
5-jul-15;19:47;;38SLE 559 711;35,87355101;43,40376579;CAS;Approximately 30nm southeast of Mosul;Erbil ;Iraq;Clear weather;ridgeline/hilly area;ND;
5-jul-15;00:07;;38SLB 950 814;33,26651371;43,872621;CAS;Approximately 10nm southeast of Falujah;Erbil ;Iraq;Clear weather;rural area;ND;
5-jul-15;19:47;;38SLE 554 708;35,87077351;43,39828353;CAS;Approximately 30nm southeast of Mosul;Erbil ;Iraq;Clear weather;ridgeline/hilly area;ND;
5-jul-15;19:47;;38SLE 556 709;35,87170429;43,40048001;CAS;Approximately 30nm southeast of Mosul;Erbil ;Iraq;Clear weather;ridgeline/hilly area;ND;
6-jul-15;07:59;;38SLE 552 695;35,85902757;43,39630505;CAS;Approximately 30NM southeast of Mosul;Erbil ;Iraq;Clear weather;rural area;ND;
7-jul-15;02:16;;38SLB 975 751;33,20993849;43,90017069;CAS;Approximately15nm southeast of Fallujah;Babil ;Iraq;Clear weather;rural area;ND;
7-jul-15;05:51;;38SKF 493 439;36,50763325;42,20066462;CAS;Approximately 19nm Northeast of Sinjar;Ninawah ;Iraq;Clear weather;open area;ND;
7-jul-15;02:16;;38SLB 974 751;33,209929;43,89909786;CAS;Approximately15nm southeast of Fallujah;Babil ;Iraq;Clear weather;rural area;ND;
8-jul-15;03:22;;38SKC 726 557;33,91719957;42,54024249;CAS;Approximately 3nm Northeast of Al-Baghdadi;Anbar ;Iraq;Clear weather;rural area;ND;
8-jul-15;03:22;;38SKC 726 557;33,91719957;42,54024249;CAS;Approximately 3nm Northeast of Al-Baghdadi;Anbar ;Iraq;Clear weather;rural area;ND;
8-jul-15;05:07;;38SKF 919 340;36,42866928;42,67861166;CAS;Approximately 8nm east of Tall Afar;Ninewa ;Iraq;Clear weather;rural area;ND;
8-jul-15;05:07;;38SKF 919 340;36,42866928;42,67861166;CAS;Approximately 8nm east of Tall Afar;Ninewa ;Iraq;Clear weather;rural area;ND;
10-jul-15;20:11;;38SLF 384 235;36,34301368;43,19924516;AI;Eastern Mosul;Ninaweh ;Iraq;Clear weather;urban area;ND;
10-jul-15;20:11;;38SLF 384 235;36,34301368;43,19924516;AI;Eastern Mosul;Ninaweh ;Iraq;Clear weather;urban area;ND;
10-jul-15;20:11;;38SLF 384 235;36,34301368;43,19924516;AI;Eastern Mosul;Ninaweh ;Iraq;Clear weather;urban area;ND;
10-jul-15;20:11;;38SLF 384 235;36,34301368;43,19924516;AI;Eastern Mosul;Ninaweh ;Iraq;Clear weather;urban area;ND;
10-jul-15;04:37;;38SLB 587 972;33,40483373;43,48050159;CAS;Approximately 5NM NW of Habbaniyah;Al Anbar ;Iraq;Clear weather;urban area;ND;
10-jul-15;04:37;;38SLB 587 972;33,40483373;43,48050159;CAS;Approximately 5NM NW of Habbaniyah;Al Anbar ;Iraq;Clear weather;urban area;ND;
10-jul-15;04:37;;38SLB 587 972;33,40483373;43,48050159;CAS;Approximately 5NM NW of Habbaniyah;Al Anbar ;Iraq;Clear weather;urban area;ND;
10-jul-15;04:37;;38SLB 587 972;33,40483373;43,48050159;CAS;Approximately 5NM NW of Habbaniyah;Al Anbar ;Iraq;Clear weather;urban area;ND;
11-jul-15;05:53;;38SLD 631 754;35,01197833;43,49959363;CAS;Bayji;Kirkuk ;Iraq;Clear weather;industrial area;ND;
11-jul-15;05:53;;38SLD 631 754;35,01197833;43,49959363;CAS;Bayji;Kirkuk ;Iraq;Clear weather;industrial area;ND;
12-jul-15;19:06;;38SLB 385 988;33,41640888;43,26307107;AI;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
12-jul-15;19:06;;38SLB 385 988;33,41640888;43,26307107;AI;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
12-jul-15;19:07;;38SLC 464 005;33,43289648;43,34771342;AI;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
12-jul-15;19:07;;38SLC 464 006;33,43379808;43,34769633;AI;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
12-jul-15;19:07;;38SLC 464 006;33,43379808;43,34769633;AI;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
12-jul-15;19:07;;38SLC 554 069;33,49185312;43,44346381;AI;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
12-jul-15;19:07;;38SLC 554 069;33,49185312;43,44346381;AI;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
12-jul-15;19:07;;38SLC 554 070;33,49275475;43,44344768;AI;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 405 009;33,43564113;43,28420003;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 405 009;33,43564113;43,28420003;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 406 009;33,435656;43,28527535;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 406 009;33,435656;43,28527535;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 336 015;33,44000137;43,209894;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 336 015;33,44000137;43,209894;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 337 015;33,44001689;43,21096933;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 288 079;33,49694148;43,1570581;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 288 079;33,49694148;43,1570581;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 288 079;33,49694148;43,1570581;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 288 079;33,49694148;43,1570581;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 288 079;33,49694148;43,1570581;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 288 079;33,49694148;43,1570581;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 288 079;33,49694148;43,1570581;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
12-jul-15;23:30;;38SLC 288 079;33,49694148;43,1570581;AI;Ramadi;Anbar;Iraq;Clear weather;urban area;ND;
13-jul-15;08:42;;38SLC 942 023;33,45491325;43,86158115;CAS;North west of Karmah;Al Anbar;Iraq;Clear weather;urban/rural area;ND;
14-jul-15;11:15;;38SME 163 211;35,42981444;44,07792188;AI;Approximately15nm West of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
14-jul-15;08:31;;38SKF 488 431;36,50029867;42,19534767;CAS;Approximately 19nm Northeast of Sinjar;Ninawah ;Iraq;Clear weather;mountainous  area;ND;
14-jul-15;08:42;;38SKF 488 431;36,50029867;42,19534767;CAS;Approximately 19nm Northeast of Sinjar;Ninawah ;Iraq;Clear weather;mountainous  area;ND;
15-jul-15;07:53;;38SLC 896 026;33,45715427;43,81205686;CAS;Approximately 6 nm North of Fallujah;Anbar ;Iraq;Clear weather;flat terrain, few buildings;ND;
15-jul-15;07:53;;38SLC 896 026;33,45715427;43,81205686;CAS;Approximately 6 nm North of Fallujah;Anbar ;Iraq;Clear weather;flat terrain, few buildings;ND;
15-jul-15;07:53;;38SLC 896 026;33,45715427;43,81205686;CAS;Approximately 6 nm North of Fallujah;Anbar ;Iraq;Clear weather;flat terrain, few buildings;ND;
15-jul-15;09:40;;38SLC 885 019;33,45072789;43,80030966;CAS;Approximately 6 nm North of Fallujah;Anbar ;Iraq;Clear weather;flat terrain, few buildings;ND;
15-jul-15;09:40;;38SLC 885 019;33,45072789;43,80030966;CAS;Approximately 6 nm North of Fallujah;Anbar ;Iraq;Clear weather;flat terrain, few buildings;ND;
15-jul-15;08:06;;38SLC 896 024;33,45535072;43,81208146;CAS;Approximately 6 nm North of Fallujah;Anbar ;Iraq;Clear weather;flat terrain, few buildings;ND;
15-jul-15;08:26;;38SLB 397 925;33,35978985;43,27709307;CAS;Approximately 6 nm North of Fallujah;Anbar ;Iraq;Clear weather;flat terrain, few buildings;ND;
17-jul-15;15:54;;38SKF 945 347;36,43553519;42,70740844;AI;Approximately 40nm Northwest of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
17-jul-15;15:54;;38SKF 945 347;36,43553519;42,70740844;AI;Approximately 40nm Northwest of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
17-jul-15;15:54;;38SKF 945 347;36,43553519;42,70740844;AI;Approximately 40nm Northwest of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
17-jul-15;15:54;;38SKF 945 347;36,43553519;42,70740844;AI;Approximately 40nm Northwest of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
17-jul-15;15:54;;38SKF 945 347;36,43553519;42,70740844;AI;Approximately 40nm Northwest of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
17-jul-15;07:41;;38SLB 784 845;33,2927247;43,69400897;CAS;Approximately 4nm southwest of Fallujah;Anbar;Iraq;Clear weather;flat, urban terrain;ND;
17-jul-15;09:09;;38SLB 785 844;33,29183422;43,69509616;CAS;Approximately 5.6 nm southeast of Taqqadum;Al Anbar ;Iraq;Clear weather;rural area;ND;
18-jul-15;09:27;;38SLE 977 340;35,54436913;43,87142293;CAS;Approximately 15nm west of Kirkuk;Kirkuk ;Iraq;Clear weather;Rural area;ND;
18-jul-15;10:04;;38SLE 977 337;35,54166467;43,87146082;CAS;Approximately 15nm west of Kirkuk;Kirkuk ;Iraq;Clear weather;Rural area;ND;
18-jul-15;10:04;;38SLE 977 337;35,54166467;43,87146082;CAS;Approximately 15nm west of Kirkuk;Kirkuk ;Iraq;Clear weather;Rural area;ND;
18-jul-15;12:12;;38SLC 293 005;33,43031;43,16384563;CAS;Approximately 3nm west of Ramadi;Al Anbar ;Iraq;Marginal weather;open area, hilly terrain;ND;
18-jul-15;12:12;;38SLC 293 005;33,43031;43,16384563;CAS;Approximately 3nm west of Ramadi;Al Anbar ;Iraq;Marginal weather;open area, hilly terrain;ND;
19-jul-15;09:05;;38SLE 986 334;35,53905269;43,88142517;CAS;Approximately 26nm west of Kirkuk;Kirkuk ;Iraq;Clear weather;rural area;ND;
19-jul-15;09:37;;38SLB 916 903;33,34643815;43,83505501;CAS;Approximately 2nm east of Fallujah;Al-Anbar ;Iraq;Clear weather;open, hilly terrain;ND;
19-jul-15;09:38;;38SLB 914 906;33,34912337;43,83286995;CAS;Approximately 2nm east of Fallujah;Al-Anbar ;Iraq;Clear weather;open, hilly terrain;ND;
19-jul-15;09:24;;38SLB 916 903;33,34643815;43,83505501;CAS;Approximately 2nm east of Fallujah;Al-Anbar ;Iraq;Clear weather;open, hilly terrain;ND;
19-jul-15;09:24;;38SLB 916 902;33,34553635;43,83506702;CAS;Approximately 2nm east of Fallujah;Al-Anbar ;Iraq;Clear weather;open, hilly terrain;ND;
20-jul-15;15:16;;38SLF 403 421;36,51093409;43,21657766;CAS;Approximately 12nm northeast and 16nm northwest of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
20-jul-15;15:20;;38SLF 403 421;36,51093409;43,21657766;CAS;Approximately 12nm northeast and 16nm northwest of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
20-jul-15;16:22;;38SLF 040 411;36,49517842;42,8117;CAS;Approximately 12nm northeast and 16nm northwest of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
20-jul-15;16:27;;38SLF 040 411;36,49517842;42,8117;CAS;Approximately 12nm northeast and 16nm northwest of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
21-jul-15;14:19;;38SLF 094 400;36,48635893;42,87222295;CAS;Approximately 14nm northwest of Mosul;Ninawah ;Iraq;Clear weather;rural, hilly area;ND;
22-jul-15;14:40;;38SLF 202 379;36,4695274;42,99320875;CAS;10nm north of Mosul;Ninawah ;Iraq;Clear weather;small town;ND;
22-jul-15;14:40;;38SLF 202 379;36,4695274;42,99320875;CAS;10nm north of Mosul;Ninawah ;Iraq;Clear weather;small town;ND;
22-jul-15;16:01;;38SKC 845 539;33,90348192;42,66930919;CAS;Approximately 19nm southeast of Hadithah;Al Anbar ;Iraq;Clear weather;rural area;ND;
22-jul-15;13:13;;38SKF 898 371;36,4561355;42,65436269;CAS;Approximately 5nm south of Kisik Junction;Ninawah ;Iraq;Clear weather;dry river bed;ND;
24-jul-15;21:18;;38SLB 873 908;33,35050502;43,78879047;AI;Fallujah;Al Anbar ;Iraq;Clear weather;urban area;ND;
24-jul-15;21:18;;38SLB 873 908;33,35050502;43,78879047;AI;Fallujah;Al Anbar ;Iraq;Clear weather;urban area;ND;
24-jul-15;21:18;;38SLB 873 908;33,35050502;43,78879047;AI;Fallujah;Al Anbar ;Iraq;Clear weather;urban area;ND;
24-jul-15;21:18;;38SLB 873 908;33,35050502;43,78879047;AI;Fallujah;Al Anbar ;Iraq;Clear weather;urban area;ND;
24-jul-15;21:18;;38SLB 873 908;33,35050502;43,78879047;AI;Fallujah;Al Anbar ;Iraq;Clear weather;urban area;ND;
24-jul-15;21:18;;38SLB 873 908;33,35050502;43,78879047;AI;Fallujah;Al Anbar ;Iraq;Clear weather;urban area;ND;
24-jul-15;21:18;;38SLB 873 908;33,35050502;43,78879047;AI;Fallujah;Al Anbar ;Iraq;Clear weather;urban area;ND;
25-jul-15;14:06;;38SMD 431 788;35,05030818;44,37607178;AI;Approximately 20nm south of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
25-jul-15;14:05;;38SMD 431 788;35,05030818;44,37607178;AI;Approximately 20nm south of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
25-jul-15;14:05;;38SMD 431 788;35,05030818;44,37607178;AI;Approximately 20nm south of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
25-jul-15;14:05;;38SMD 431 788;35,05030818;44,37607178;AI;Approximately 20nm south of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
25-jul-15;14:05;;38SMD 431 788;35,05030818;44,37607178;AI;Approximately 20nm south of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
25-jul-15;14:05;;38SMD 431 788;35,05030818;44,37607178;AI;Approximately 20nm south of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
25-jul-15;14:28;;38SMD 431 788;35,05030818;44,37607178;AI;Approximately 20nm south of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
25-jul-15;14:28;;38SMD 431 788;35,05030818;44,37607178;AI;Approximately 20nm south of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
25-jul-15;14:05;;38SMD 431 788;35,05030818;44,37607178;AI;Approximately 20nm south of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
25-jul-15;14:05;;38SMD 431 788;35,05030818;44,37607178;AI;Approximately 20nm south of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
25-jul-15;14:05;;38SMD 431 788;35,05030818;44,37607178;AI;Approximately 20nm south of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
25-jul-15;14:05;;38SMD 431 788;35,05030818;44,37607178;AI;Approximately 20nm south of Kirkuk;Kirkuk ;Iraq;Clear weather;urban area;ND;
25-jul-15;15:31;;38SKC 729 488;33,85508995;42,54526745;CAS;Approximately 18nm southeast of Haditah;Al Anbar;Iraq;Clear weather;rural area;ND;
25-jul-15;15:31;;38SKC 729 488;33,85508995;42,54526745;CAS;Approximately 18nm southeast of Haditah;Al Anbar;Iraq;Clear weather;rural area;ND;
25-jul-15;15:31;;38SKC 729 488;33,85508995;42,54526745;CAS;Approximately 18nm southeast of Haditah;Al Anbar;Iraq;Clear weather;rural area;ND;
25-jul-15;16:18;;38SKC 729 489;33,85599104;42,54524165;CAS;Approximately 18nm southeast of Haditah;Al Anbar;Iraq;Clear weather;rural area;ND;
26-jul-15;15:22;;37SGA 580 226;36,31390967;41,87367776;AI;Sinjar;Ninawaa ;Iraq;Clear weather;urban area;ND;
26-jul-15;15:22;;37SGA 580 226;36,31390967;41,87367776;AI;Sinjar;Ninawaa ;Iraq;Clear weather;urban area;ND;
26-jul-15;15:22;;37SGA 580 226;36,31390967;41,87367776;AI;Sinjar;Ninawaa ;Iraq;Clear weather;urban area;ND;
26-jul-15;15:22;;37SGA 580 226;36,31390967;41,87367776;AI;Sinjar;Ninawaa ;Iraq;Clear weather;urban area;ND;
26-jul-15;15:22;;37SGA 580 226;36,31390967;41,87367776;AI;Sinjar;Ninawaa ;Iraq;Clear weather;urban area;ND;
26-jul-15;15:22;;37SGA 580 226;36,31390967;41,87367776;AI;Sinjar;Ninawaa ;Iraq;Clear weather;urban area;ND;
26-jul-15;15:22;;37SGA 580 226;36,31390967;41,87367776;AI;Sinjar;Ninawaa ;Iraq;Clear weather;urban area;ND;
26-jul-15;15:22;;37SGA 580 226;36,31390967;41,87367776;AI;Sinjar;Ninawaa ;Iraq;Clear weather;urban area;ND;
27-jul-15;19:36;;37SGA 568 240;36,326836;41,86078792;CAS;Approximately 29nm west of Tall Afar;Ninawah ;Iraq;Clear weather;urban area;ND;
27-jul-15;19:36;;37SGA 570 239;36,32588225;41,86298047;CAS;Approximately 29nm west of Tall Afar;Ninawah ;Iraq;Clear weather;urban area;ND;
29-jul-15;20:38;;38SLF 120 398;36,48507107;42,90127914;CAS;Approximately 10nm north of Mosul;Ninawah;Iraq;Clear weather;non-inhabited areas;ND;
29-jul-15;21:07;;38SLF 360 535;36,61292601;43,16615313;CAS;Approximately 15nm northwest of Mosul;Ninawah;Iraq;Clear weather;non-inhabited areas;ND;
29-jul-15;18:42;;38SLE 516 816;35,96753828;43,35419105;CAS;Approximately 24nm southeast of Mosul;Erbil;Iraq;Clear weather;non-inhabited areas;ND;
29-jul-15;21:15;;38SLF 360 535;36,61292601;43,16615313;CAS;Approximately 15nm northwest of Mosul;Ninawah;Iraq;Clear weather;non-inhabited areas;ND;
31-jul-15;19:26;;37SGA 558 237;36,32440075;41,8495618;CAS;Approximately 29nm west of Tal Afar;Ninawah;Iraq;Clear weather;urban area at bottom of mountain range;ND;
31-jul-15;19:20;;37SGA 554 238;36,3254073;41,8451436;CAS;Approximately 29nm west of Tal Afar;Ninawah;Iraq;Clear weather;urban area at bottom of mountain range;ND;
31-jul-15;19:20;;37SGA 558 237;36,32440075;41,8495618;CAS;Approximately 29nm west of Tal Afar;Ninawah;Iraq;Clear weather;urban area at bottom of mountain range;ND;
1-aug-15;22:14;;37SGA 554 237;36,32450687;41,84511084;CAS;Approximately 63nm west of Mosul;Ninawah;Iraq;Clear weather;urban area;ND;
1-aug-15;22:14;;37SGA 561 238;36,32522148;41,85293285;CAS;Approximately 63nm west of Mosul;Ninawah;Iraq;Clear weather;urban area;ND;
1-aug-15;22:22;;37SGA 548 239;36,3264666;41,83849972;CAS;Approximately 63nm west of Mosul;Ninawah;Iraq;Clear weather;urban area;ND;
2-aug-15;05:17;;38SLF 374 419;36,50864347;43,18424909;AI;Mosul;Ninawaa;Iraq;Clear weather;urban area;ND;
2-aug-15;05:17;;38SLF 374 420;36,50954454;43,18422804;AI;Mosul;Ninawaa;Iraq;Clear weather;urban area;ND;
2-aug-15;05:17;;38SLF 374 419;36,50864347;43,18424909;AI;Mosul;Ninawaa;Iraq;Clear weather;urban area;ND;
2-aug-15;05:17;;38SLF 374 419;36,50864347;43,18424909;AI;Mosul;Ninawaa;Iraq;Clear weather;urban area;ND;
2-aug-15;05:17;;38SLF 374 419;36,50864347;43,18424909;AI;Mosul;Ninawaa;Iraq;Clear weather;urban area;ND;
2-aug-15;05:17;;38SLF 374 419;36,50864347;43,18424909;AI;Mosul;Ninawaa;Iraq;Clear weather;urban area;ND;
4-aug-15;14:59;;37SGA 582 244;36,33006344;41,87649891;AI;Approximately 1 nm East of Sinjar;Ninawah ;Iraq;Clear weather;urban area;ND;
4-aug-15;14:59;;37SGA 582 244;36,33006344;41,87649891;AI;Approximately 1 nm East of Sinjar;Ninawah ;Iraq;Clear weather;urban area;ND;
4-aug-15;14:59;;37SGA 582 244;36,33006344;41,87649891;AI;Approximately 1 nm East of Sinjar;Ninawah ;Iraq;Clear weather;urban area;ND;
4-aug-15;14:59;;37SGA 582 244;36,33006344;41,87649891;AI;Approximately 1 nm East of Sinjar;Ninawah ;Iraq;Clear weather;urban area;ND;
5-aug-15;02:55;;38SLB 606 973;33,40598391;43,50091201;CAS;Approximately 5nm east of Ramadi;East Anbar;Iraq;Clear weather;urban area;ND;
8-aug-15;15:09;;37SGA 584 243;36,32910941;41,87869134;AI;Northeast part of Sinjar;;Iraq;Clear weather;rural area;ND;
8-aug-15;15:09;;37SGA 584 243;36,32910941;41,87869134;AI;Northeast part of Sinjar;;Iraq;Clear weather;rural area;ND;
8-aug-15;15:16;;37SGA 583 243;36,32913623;41,87757857;AI;Northeast part of Sinjar;;Iraq;Clear weather;rural area;ND;
8-aug-15;15:16;;37SGA 583 243;36,32913623;41,87757857;AI;Northeast part of Sinjar;;Iraq;Clear weather;rural area;ND;
8-aug-15;15:27;;37SGA 583 243;36,32913623;41,87757857;AI;Northeast part of Sinjar;;Iraq;Clear weather;rural area;ND;
8-aug-15;15:27;;37SGA 584 243;36,32910941;41,87869134;AI;Northeast part of Sinjar;;Iraq;Clear weather;rural area;ND;
